NodeId:20258	1.0,0.0,4969,8532,38629,57465
NodeId:20259	1.0,0.0,1621,1778,1912
NodeId:29382	1.0,0.0,2986
NodeId:20252	1.0,0.0,1487,57460
NodeId:20253	1.0,0.0,1636,5961,8363,15076,21374,21376,21377,21378,21379,21380,21381,21382,21383,21384,21388,21941,57461
NodeId:20250	1.0,0.0,1020,1486,2306,4416,57459
NodeId:20251	1.0,0.0,59,3520,19949
NodeId:20256	1.0,0.0,1487,1647,1754,1840,14934,57464
NodeId:20257	1.0,0.0
NodeId:20254	1.0,0.0,10939,27374
NodeId:20255	1.0,0.0,1429,3510,4162,5934
NodeId:44427	1.0,0.0,7772,7774,13035
NodeId:44426	1.0,0.0,13035
NodeId:44425	1.0,0.0
NodeId:44424	1.0,0.0,66933
NodeId:44423	1.0,0.0
NodeId:44422	1.0,0.0
NodeId:44421	1.0,0.0
NodeId:44420	1.0,0.0
NodeId:29765	1.0,0.0,3092
NodeId:29764	1.0,0.0,3092
NodeId:29767	1.0,0.0,3092
NodeId:29766	1.0,0.0,3092
NodeId:29761	1.0,0.0,3092
NodeId:29760	1.0,0.0
NodeId:44429	1.0,0.0
NodeId:44428	1.0,0.0
NodeId:1177	1.0,0.0,49,77,137,141,318,438,440,546,548,549,557,565,586,725,735,737,850,883,918,965,972,975,998,999,1004,1075,1186,1247,1262,1288,1304,1401,1516,1632,1658,1712,1714,1903,1918,2025,2243,2318,2504,2635,2899,3273,3275,3277,3280,3352,3655,3685,4030,4411,4567,4969,5273,5818,5933,7248,7253,7301,7932,8072,8217,8238,10498,10606,17490
NodeId:1176	1.0,0.0,48,118,301,398,791,854,1390,1623,2633,6255,6865
NodeId:1175	1.0,0.0,10,34,100,117,452,783,1167,1712,4768,4830
NodeId:1174	1.0,0.0,10,11,12,19,27,28,31,37,40,43,53,54,55,60,68,71,72,81,86,92,104,117,125,137,175,198,223,287,291,295,300,326,345,369,387,401,413,417,419,426,433,445,449,516,545,548,550,552,555,576,615,626,636,683,684,689,692,712,722,723,746,787,853,879,952,955,1009,1014,1016,1083,1111,1172,1179,1263,1277,1314,1484,1552,1572,1752,1903,2104,2115,2145,2151,2252,2331,2419,2424,2554,2704,2713,3092,3103,3120,3152,3854,4558,4788,5459,5550,5661,5679,6326,7842,15492,71394
NodeId:1173	1.0,0.0,1,10,13,18,28,30,31,40,44,77,86,92,103,118,123,128,130,136,143,187,325,361,374,395,408,409,433,436,438,550,632,669,697,721,725,735,737,766,776,790,791,854,918,1008,1035,1126,1129,1164,1171,1172,1181,1247,1288,1346,1400,1401,1409,1558,1719,1754,1918,2063,2110,2375,3281,3286,3659,4041,4558,4949,4969,5131,6326,6865,8523,14437,71403
NodeId:1172	1.0,0.0,10,11,58,60,61,63,71,78,82,85,91,101,102,106,107,115,119,123,124,125,198,215,216,217,234,254,269,291,297,301,302,318,350,352,354,356,357,370,384,401,402,403,408,409,412,422,441,445,452,459,493,516,529,552,558,579,590,592,607,626,634,636,637,639,640,641,642,644,645,650,652,653,656,666,684,688,692,698,700,707,709,712,721,726,727,763,766,787,792,818,821,831,844,883,908,942,947,970,975,979,996,1003,1008,1016,1056,1059,1069,1106,1111,1143,1169,1173,1174,1181,1184,1207,1236,1238,1252,1264,1283,1323,1378,1415,1438,1448,1476,1514,1516,1572,1665,1677,1682,1697,1705,1716,1757,1765,1901,2033,2034,2039,2049,2054,2067,2115,2150,2153,2156,2174,2195,2201,2223,2234,2276,2294,2367,2373,2412,2422,2433,2478,2488,2497,2499,2514,2536,2547,2549,2574,2599,2623,2656,2684,2713,2743,2744,2747,2757,2788,2873,2897,2960,2970,2980,2995,3039,3064,3107,3112,3120,3152,3154,3155,3156,3186,3189,3213,3215,3268,3349,3432,3448,3459,3463,3491,3523,3558,3560,3579,3589,3593,3595,3669,3691,3816,3830,3835,3840,3929,3932,3934,3984,4001,4003,4049,4077,4080,4109,4185,4187,4202,4212,4276,4302,4306,4314,4323,4345,4373,4391,4550,4557,4558,4578,4684,4694,4722,4783,4785,4786,4792,4798,4831,4929,4998,5051,5059,5126,5138,5275,5373,5385,5432,5510,5522,5563,5640,5650,5674,5791,5793,5812,5862,5867,5874,5909,5918,5919,5947,6074,6095,6114,6158,6269,6345,6375,6377,6418,6419,6574,6712,6797,6849,6851,6853,6855,6906,6945,6956,7130,7139,7295,7675,7689,7741,7743,7744,7746,7749,7909,7912,7969,7981,8014,8029,8065,8238,8239,8254,8317,8527,8528,8548,8675,8775,8985,8987,8989,9000,9310,9502,9590,9636,9647,9736,9782,10097,10120,10158,10165,10184,10605,10700,10803,11177,11555,11593,12250,12533,12552,12736,12952,13013,13220,13221,13415,13761,13762,13763,13764,14804,15071,15135,15139,15194,15360,15540,15577,15903,15988,16041,16132,16292,16414,16520,16867,16877,17141,17464,17465,17466,17467,17468,18107,18166,18620,18909,19100,19107,19468,23070,24492,24691,24908,25166,25218,25316,26332,31292,32941,33389,37724,38789,71399,71404,71996,71997,71998,71999,72000,72001
NodeId:1171	1.0,0.0,10,18,19,31,34,39,69,77,78,112,118,128,130,136,138,143,385,401,418,453,546,565,576,639,725,735,737,780,789,793,997,1002,1011,1028,1075,1173,1179,1247,1439,1716,1719,1764,2144,2215,2864,2872,2956,4573,4679,6368,6871,7505,8968,71403
NodeId:1170	1.0,0.0,10,14,18,19,27,34,40,67,74,96,103,109,195,223,235,241,267,376,389,395,398,401,414,418,427,428,433,729,777,779,994,1037,1164,1178,1256,1309,1316,1409,1601,1602,1699,2113,2114,2115,2286,2317,2481,3173,4320,5459,5717,5972,6893,15003,17447,71388
NodeId:23507	1.0,0.0,854,1906,3146,4259,18424,28297
NodeId:23506	1.0,0.0
NodeId:23505	1.0,0.0,1796,5796,39529
NodeId:29928	1.0,0.0,3151
NodeId:23503	1.0,0.0,1792,13735
NodeId:23502	1.0,0.0,1792
NodeId:1179	1.0,0.0,1,27,29,40,49,54,63,69,77,85,112,133,135,210,225,233,329,385,415,418,453,516,549,650,686,790,793,883,1023,1164,1178,1207,1288,1346,1397,1432,1440,1448,1483,1516,1520,1650,1712,2043,2052,2064,2144,2151,2294,2498,2633,2635,2637,2646,2648,2651,2654,2656,2928,3434,3593,3683,3836,3899,3979,4080,4089,4339,4342,4777,4862,4941,4950,5414,5423,6431,7301,7905,8021,8754,9629,10624,10721,10854,13941
NodeId:1178	1.0,0.0,30,50,54,69,90,164,312,318,340,588,639,725,745,879,1024,1274,1401,1935,1975,3374,5117,5933,11637
NodeId:29927	1.0,0.0,3149
NodeId:27619	1.0,0.0,25476
NodeId:20423	1.0,0.0,23007,34216,43450,51106
NodeId:27617	1.0,0.0,3615,7427,27620,27621
NodeId:27616	1.0,0.0,54,195,413,4967,7011
NodeId:27615	1.0,0.0,101,2544,3215,3805,4206,30184
NodeId:27614	1.0,0.0,2543
NodeId:27613	1.0,0.0,2543
NodeId:27612	1.0,0.0,2543
NodeId:27611	1.0,0.0,2542
NodeId:27610	1.0,0.0,2541
NodeId:59038	1.0,0.0,22423
NodeId:56575	1.0,0.0
NodeId:73901	1.0,0.0,1574
NodeId:59032	1.0,0.0,22421
NodeId:59033	1.0,0.0,22421
NodeId:59030	1.0,0.0,22421,35173,64541
NodeId:44705	1.0,0.0
NodeId:54307	1.0,0.0
NodeId:59037	1.0,0.0,22423
NodeId:59034	1.0,0.0,22421
NodeId:59035	1.0,0.0,22421
NodeId:49161	1.0,0.0,11188
NodeId:66301	1.0,0.0,41734
NodeId:29920	1.0,0.0,3147,4721
NodeId:52833	1.0,0.0,14574
NodeId:16881	1.0,0.0,1022
NodeId:66128	1.0,0.0,790,1719,40993,66129
NodeId:12833	1.0,0.0,649,8992
NodeId:65889	1.0,0.0
NodeId:12831	1.0,0.0,649,771,1179,2151,6563
NodeId:12830	1.0,0.0,18,649,658,717,1472,1617,1853,2535,2687,2708,3502,3877,3922,3938,5837,5964,6176,6613,7843,8019,11557,11968,13000,13088,14894,17798,17900,21682,23920,24077,26607,26688,27553,27577,27680,28155,28335,29357,32063,35332,38349,41568,43569,51308
NodeId:8549	1.0,0.0,290,738,1432,1756,2699,4342,4416,5719,6018,6594,7407,8548,8550,8552,8553,8592,11241,21084,28431,37092,39346,39347,42664,45316,45675
NodeId:12836	1.0,0.0,2144,8047
NodeId:12835	1.0,0.0,9535
NodeId:12834	1.0,0.0,649,1299
NodeId:8545	1.0,0.0,289
NodeId:8544	1.0,0.0,289,34260,37320
NodeId:12839	1.0,0.0,54,650,793,898,1619,3895,3986,7579,20951,51310
NodeId:12838	1.0,0.0,737,1165,1620,7687,9750
NodeId:8541	1.0,0.0,1,18,49,64,128,130,141,143,289,376,385,398,432,443,451,551,555,556,654,661,728,737,751,786,790,843,854,913,930,1029,1179,1254,1324,1398,1436,1479,1516,1517,1530,1617,1642,1663,1719,1836,1905,1908,1909,1912,2037,2063,2066,2082,2113,2174,2241,2512,2640,2643,2649,2651,2656,2687,2688,2984,2988,3054,3174,3264,3298,3410,3491,3505,3520,3585,3860,3879,3899,3988,4010,4047,4170,4282,4415,4426,4571,4577,4706,4851,4920,5038,5215,5273,5278,5499,5519,5679,6019,6527,6557,6598,6653,6669,6774,6787,7039,7249,7394,7421,7579,7627,7687,8376,8648,8825,8975,9358,10554,10915,11201,11271,11915,12024,12535,12614,12900,12907,13507,14111,15414,15607,16811,16832,16850,17690,18066,18924,19011,19202,19809,20211,22177,22274,22278,22327,24742,25997,32453,32736,33634,35883,35884,37678,38978,41293,41869,45666,45667,45668,45669
NodeId:65885	1.0,0.0
NodeId:65886	1.0,0.0,40112,57065,57071
NodeId:626	1.0,0.0,2,37,51,58,198,216,354,612,672,707,712,735,787,925,947,1172,1174,1243,2084,2343,2501,2713,3691,3984,8528,12315
NodeId:52832	1.0,0.0,14574,68626
NodeId:48167	1.0,0.0
NodeId:16886	1.0,0.0,1023,1577,1617,1621,6625,6653
NodeId:68726	1.0,0.0,53307,68721
NodeId:66504	1.0,0.0
NodeId:66122	1.0,0.0
NodeId:50419	1.0,0.0
NodeId:50418	1.0,0.0
NodeId:66500	1.0,0.0,42534
NodeId:66501	1.0,0.0
NodeId:66502	1.0,0.0,42538
NodeId:66503	1.0,0.0,42539
NodeId:53634	1.0,0.0,15584,68764
NodeId:50412	1.0,0.0
NodeId:50411	1.0,0.0,12211,56746,63476
NodeId:50410	1.0,0.0,19816
NodeId:66508	1.0,0.0
NodeId:23127	1.0,0.0,1751
NodeId:50415	1.0,0.0,12218
NodeId:50414	1.0,0.0,12216
NodeId:55629	1.0,0.0,18174
NodeId:23126	1.0,0.0,1751,15395,23883,59502
NodeId:74958	1.0,0.0,49
NodeId:55623	1.0,0.0,18172,45867,55622,55625,67286
NodeId:55622	1.0,0.0,18172,45867,55623,55625,67286
NodeId:55621	1.0,0.0,18169
NodeId:55620	1.0,0.0
NodeId:55627	1.0,0.0,18173,25480,34719,55626
NodeId:55626	1.0,0.0,18173,21189,25480,34719
NodeId:55625	1.0,0.0,18172,55622,55623
NodeId:55624	1.0,0.0
NodeId:52811	1.0,0.0,14570
NodeId:52810	1.0,0.0,14570
NodeId:52813	1.0,0.0,14571
NodeId:52812	1.0,0.0
NodeId:52815	1.0,0.0,14572
NodeId:66124	1.0,0.0
NodeId:22678	1.0,0.0
NodeId:22679	1.0,0.0,59209
NodeId:22676	1.0,0.0,21856,26684,59207
NodeId:22677	1.0,0.0
NodeId:22674	1.0,0.0
NodeId:22675	1.0,0.0
NodeId:22672	1.0,0.0
NodeId:22673	1.0,0.0,18,1967,4619,32411
NodeId:22670	1.0,0.0
